date,team,name,status
2006-01-31, Wizards, • Awvee Storey, activated from IL
2006-02-01, Cavaliers, • Ira Newble, placed on IL with facial abscess
2006-02-01, Cavaliers, • Martynas Andriuskevicius, activated from IL
2006-02-01, Hornets, • Brandon Bass, placed on IL
2006-02-01, Magic, • Jameer Nelson, placed on IL with sprained right foot
2006-02-01, Magic, • Grant Hill, activated from IL
2006-02-01, Nuggets, • Marcus Camby, placed on IL with strained muscle in left shoulder
2006-02-01, Nuggets, • Julius Hodge, activated from IL
2006-02-01, Raptors, • Loren Woods, activated from IL
2006-02-01, Rockets, • Stromile Swift, placed on IL for being late for shoot around
2006-02-01, Rockets, • Jon Barry, activated from IL
2006-02-01, Spurs, • Melvin Sanders, placed on IL
2006-02-01, Spurs, • Robert Horry, activated from IL
2006-02-01, Warriors, • Chris Taft, placed on IL
2006-02-01, Warriors, • Calbert Cheaney, activated from IL
2006-02-01, Hornets, • Steven Hunter, placed on IL
2006-02-02, Heat, • Dorell Wright, placed on IL
2006-02-02, Heat, • Gerald Fitch, placed on IL
2006-02-02, Heat, • Jason Williams, activated from IL
2006-02-02, Heat, • Shandon Anderson, activated from IL
2006-02-02, Spurs, • Fabricio Oberto, placed on IL
2006-02-02, Spurs, • Nick Van Exel, activated from IL
2006-02-03, Jazz, • Andre Owens, placed on IL
2006-02-03, Knicks, • Stephon Marbury, placed on IL with sore shoulder
2006-02-03, Knicks, • Trevor Ariza, activated from IL
2006-02-03, Pistons, • Darko Milicic, placed on IL
2006-02-03, Pistons, • Alex Acker, activated from IL
2006-02-03, Rockets, • Jon Barry, placed on IL with strained right calf
2006-02-03, Rockets, • Stromile Swift, activated from IL
2006-02-03, Celtics, • Gerald Green (b), activated from IL
2006-02-03, Jazz, • C.J. Miles, activated from IL
2006-02-04, Bucks, • Reece Gaines, placed on IL
2006-02-04, Bucks, • Joe Smith (Leynard), activated from IL
2006-02-04, Heat, • Udonis Haslem, placed on IL with death in family
2006-02-04, Heat, • Dorell Wright, activated from IL
2006-02-04, Nets, • Nenad Krstic, placed on IL with flu
2006-02-04, Nets, • Linton Johnson III, activated from IL
2006-02-04, Nuggets, • Kenyon Martin, placed on IL with bruised left knee
2006-02-04, Nuggets, • Marcus Camby, activated from IL
2006-02-04, Pistons, • Alex Acker, placed on IL
2006-02-04, Pistons, • Darko Milicic, activated from IL
2006-02-04, Timberwolves, • Troy Hudson, placed on IL with sore ankle
2006-02-04, Timberwolves, • Ronald Dupree, activated from IL
2006-02-05, Knicks, • Trevor Ariza, placed on IL
2006-02-05, Knicks, • Jerome James, activated from IL
2006-02-05, Raptors, • Antonio Davis, placed on IL
2006-02-05, Raptors, • Rafael Araujo, activated from IL
2006-02-06, Cavaliers, • Luke Jackson (b), placed on IL with broken left wrist
2006-02-06, Heat, • Dorell Wright, placed on IL
2006-02-06, Heat, • Udonis Haslem, activated from IL
2006-02-06, Nets, • Linton Johnson III, placed on IL
2006-02-06, Nets, • Nenad Krstic, activated from IL
2006-02-06, Nuggets, • Julius Hodge, placed on IL
2006-02-06, Nuggets, • Kenyon Martin, activated from IL
2006-02-07, Kings, • Bonzi Wells, placed on IL with strained right groin
2006-02-07, Kings, • Brad Miller, activated from IL
2006-02-07, Pistons, • Jason Maxiell, placed on IL
2006-02-07, Pistons, • Lindsey Hunter, activated from IL
2006-02-08, Bucks, • Toni Kukoc, placed on IL with sprained left elbow
2006-02-08, Bucks, • Reece Gaines, activated from IL
2006-02-08, Lakers, • Chris Mihm, placed on IL with sore right shoulder
2006-02-08, Lakers, • Ronny Turiaf, activated from IL
2006-02-08, 76ers, • Steven Hunter, placed on IL
2006-02-09, Heat, • Alonzo Mourning, placed on IL with flu
2006-02-09, Heat, • Gerald Fitch, activated from IL
2006-02-10, Blazers, • Joel Przybilla, placed on IL
2006-02-10, Blazers, • Martell Webster, activated from IL
2006-02-10, Bobcats, • Gerald Wallace, placed on IL with medial tibia bone bruise
2006-02-10, Celtics, • Al Jefferson, placed on IL with sprained right ankle
2006-02-10, Celtics, • Dwayne Jones, activated from IL
2006-02-10, Hornets, • Chris Paul, placed on IL with bruised ribs
2006-02-10, Hornets, • Brandon Bass, activated from IL
2006-02-10, Jazz, • Gordan Giricek, placed on IL
2006-02-10, Jazz, • Carlos Boozer, activated from IL
2006-02-10, Mavericks, • Devin Harris, placed on IL with strained quadricep
2006-02-10, Mavericks, • Josh Powell, activated from IL
2006-02-10, Nets, • Jason Collins, placed on IL with bruised thigh
2006-02-10, Nets, • Linton Johnson III, activated from IL
2006-02-10, Timberwolves, • Ronald Dupree, placed on IL
2006-02-10, Timberwolves, • Richie Frahm, activated from IL
2006-02-11, Bucks, • Jermaine Jackson, placed on IL with death in family
2006-02-11, Bucks, • Toni Kukoc, activated from IL
2006-02-11, Rockets, • Stromile Swift, placed on IL for being late to practice
2006-02-11, Rockets, • Jon Barry, activated from IL
2006-02-11, Rockets, • Keith Bogans, activated from IL
2006-02-11, Timberwolves, • Marko Jaric, placed on IL with knee injury
2006-02-11, Timberwolves, • Ronald Dupree, activated from IL
2006-02-12, 76ers, • Steven Hunter, activated from IL
2006-02-12, Heat, • Gerald Fitch, placed on IL
2006-02-12, Heat, • Alonzo Mourning, activated from IL
2006-02-12, Nets, • Linton Johnson III, placed on IL
2006-02-12, Nets, • Jason Collins, activated from IL
2006-02-12, Rockets, • Jon Barry, placed on IL
2006-02-12, Rockets, • Stromile Swift, activated from IL
2006-02-13, Blazers, • Theo Ratliff, placed on IL with knee injury
2006-02-13, Blazers, • Darius Miles, activated from IL
2006-02-13, Hornets, • Brandon Bass, placed on IL
2006-02-13, Knicks, • Jerome James, placed on IL
2006-02-13, Knicks, • Trevor Ariza, activated from IL
2006-02-13, Mavericks, • Josh Powell, placed on IL
2006-02-13, Mavericks, • Devin Harris, activated from IL
2006-02-13, Spurs, • Robert Horry, placed on IL with lower abdominal strain
2006-02-13, Spurs, • Fabricio Oberto, activated from IL
2006-02-14, Bucks, • Reece Gaines, placed on IL
2006-02-14, Bucks, • Jermaine Jackson, activated from IL
2006-02-14, Heat, • James Posey, placed on IL with flu
2006-02-14, Heat, • Dorell Wright, activated from IL
2006-02-14, Rockets, • Maciej Lampe, placed on IL
2006-02-14, Rockets, • Jon Barry, activated from IL
2006-02-15, Hornets, • Arvydas Macijauskas, placed on IL
2006-02-15, Hornets, • Chris Paul, activated from IL
2006-02-15, Magic, • Carlos Arroyo, placed on IL
2006-02-15, Magic, • Darko Milicic, placed on IL
2006-02-15, Magic, • Charles Outlaw / Bo Outlaw, activated from IL
2006-02-15, Nuggets, • Eduardo Najera, placed on IL with right knee surgery
2006-02-15, Nuggets, • Bryon Russell, activated from IL
2006-02-16, Bulls, • Eric Piatkowski, activated from IL
2006-02-21, Bucks, • Jermaine Jackson, placed on IL
2006-02-21, Bucks, • Maurice Williams / Mo Williams, activated from IL
2006-02-21, Clippers, • Quinton Ross, placed on IL with sore lower back
2006-02-21, Clippers, • Vin Baker, placed on IL
2006-02-21, Clippers, • Zeljko Rebraca, activated from IL
2006-02-21, Hornets, • David West, placed on IL with birth of child
2006-02-21, Hornets, • Arvydas Macijauskas, activated from IL
2006-02-21, Lakers, • Von Wafer, placed on IL
2006-02-21, Lakers, • Chris Mihm, activated from IL
2006-02-21, Magic, • Charles Outlaw / Bo Outlaw, placed on IL
2006-02-21, Magic, • Travis Diener, placed on IL
2006-02-21, Magic, • Carlos Arroyo, activated from IL
2006-02-21, Magic, • Darko Milicic, activated from IL
2006-02-21, Pistons, • Kelvin Cato, placed on IL
2006-02-21, Pistons, • Alex Acker, activated from IL
2006-02-21, Pistons, • Jason Maxiell, activated from IL
2006-02-21, Sonics, • Rick Brunson, activated from IL
2006-02-21, Timberwolves, • Richie Frahm, placed on IL
2006-02-21, Timberwolves, • Marko Jaric, activated from IL
2006-02-21, Celtics, • Gerald Green (b), activated from IL
2006-02-22, Blazers, • Zach Randolph, placed on IL with swollen mouth
2006-02-22, Blazers, • Sergei Monia, activated from IL
2006-02-22, Bobcats, • Bernard Robinson, placed on IL
2006-02-22, Bobcats, • Gerald Wallace, activated from IL
2006-02-22, Heat, • Jason Kapono, placed on IL
2006-02-22, Heat, • James Posey, activated from IL
2006-02-22, Hornets, • Craig Claxton / Speedy Claxton, placed on IL with sprained left ankle
2006-02-22, Hornets, • David West, activated from IL
2006-02-22, Knicks, • Stephon Marbury, activated from IL
2006-02-22, Magic, • Steve Francis, placed on IL
2006-02-22, Magic, • Trevor Ariza, placed on IL
2006-02-22, Magic, • Travis Diener, activated from IL
2006-02-22, Rockets, • Maciej Lampe, activated from IL
2006-02-22, Magic, • Anfernee Hardaway / Penny Hardaway, placed on IL
2006-02-24, Knicks, • Nate Robinson, placed on IL
2006-02-24, Knicks, • Steve Francis, activated from IL
2006-02-24, Lakers, • Von Wafer, placed on IL
2006-02-24, Lakers, • Chris Mihm, activated from IL
2006-02-24, Magic, • Hidayet Turkoglu / Hedo Turkoglu, placed on IL with sprained left ankle
2006-02-24, Magic, • Trevor Ariza, activated from IL
2006-02-24, Nuggets, • Greg Buckner, placed on IL with hyperextended right knee
2006-02-24, Rockets, • Gerald Fitch, placed on IL
2006-02-24, Timberwolves, • Ronald Dupree, placed on IL
2006-02-24, Timberwolves, • Richie Frahm, activated from IL
2006-02-24, Magic, • Charles Outlaw / Bo Outlaw, placed on IL
2006-02-24, Nuggets, • Julius Hodge, activated from IL
2006-02-25, Bobcats, • Melvin Ely, placed on IL with ankle injury
2006-02-25, Bobcats, • Bernard Robinson, activated from IL
2006-02-25, Bucks, • Maurice Williams / Mo Williams, placed on IL
2006-02-25, Bucks, • Jermaine Jackson, activated from IL
2006-02-25, Heat, • Derek Anderson, placed on IL
2006-02-25, Heat, • Dorell Wright, placed on IL
2006-02-25, Heat, • Jason Kapono, activated from IL
2006-02-25, Hornets, • Desmond Mason, placed on IL with bruised tailbone
2006-02-25, Hornets, • Jackson Vroman, placed on IL with broken right wrist
2006-02-25, Hornets, • Brandon Bass, activated from IL
2006-02-25, Mavericks, • Josh Howard, placed on IL with sprained right ankle
2006-02-25, Mavericks, • Josh Powell, activated from IL
2006-02-26, Blazers, • Zach Randolph, activated from IL
2006-02-26, Grizzlies, • Eddie Jones, placed on IL with sore left foot
2006-02-26, Grizzlies, • Anthony Roberson, activated from IL
2006-02-26, Hornets, • Brandon Bass, placed on IL
2006-02-26, Hornets, • Desmond Mason, activated from IL
2006-02-26, Magic, • Travis Diener, placed on IL
2006-02-26, Magic, • Hidayet Turkoglu / Hedo Turkoglu, activated from IL
2006-02-27, Bobcats, • Kareem Rush, placed on IL
2006-02-27, Bobcats, • Melvin Ely, activated from IL
2006-02-27, Clippers, • Chris Kaman, placed on IL with sprained left ankle
2006-02-27, Clippers, • Vin Baker, activated from IL
2006-02-27, Grizzlies, • Anthony Roberson, placed on IL
2006-02-27, Grizzlies, • Eddie Jones, activated from IL
2006-02-27, Kings, • Sergei Monia, placed on IL
2006-02-27, Mavericks, • Devin Harris, placed on IL with strained left quadricep
2006-02-27, Mavericks, • Josh Powell, placed on IL
2006-02-27, Mavericks, • Josh Howard, activated from IL
2006-02-27, Mavericks, • Rawle Marshall, activated from IL
2006-02-27, Nuggets, • Julius Hodge, placed on IL
2006-02-27, Nuggets, • Greg Buckner, activated from IL
2006-03-01, Bobcats, • Kevin Burleson, placed on IL
2006-03-01, Bobcats, • Kareem Rush, activated from IL
2006-03-01, Cavaliers, • Ira Newble, activated from IL
2006-03-01, Celtics, • Kendrick Perkins, placed on IL
2006-03-01, Celtics, • Al Jefferson, activated from IL
2006-03-01, Hornets, • J.R. Smith, placed on IL
2006-03-01, Hornets, • Brandon Bass, activated from IL
2006-03-01, Nuggets, • Eduardo Najera, activated from IL
2006-03-01, Raptors, • Rafael Araujo, placed on IL
2006-03-01, Raptors, • Antonio Davis, activated from IL
2006-03-01, Rockets, • Stromile Swift, activated from IL
2006-03-01, Pistons, • Tony Delk, placed on IL
2006-03-02, Spurs, • Sean Marks, placed on IL
2006-03-02, Spurs, • Robert Horry, activated from IL
2006-03-03, Clippers, • James Singleton, placed on IL
2006-03-03, Clippers, • Yaroslav Korolev, placed on IL
2006-03-03, Clippers, • Zeljko Rebraca, placed on IL with hamstring injury
2006-03-03, Clippers, • Chris Kaman, activated from IL
2006-03-03, Clippers, • Corey Maggette, activated from IL
2006-03-03, Clippers, • Quinton Ross, activated from IL
2006-03-03, Kings, • Francisco Garcia, placed on IL with ankle injury
2006-03-03, Kings, • Jamal Sampson, placed on IL
2006-03-03, Kings, • Bonzi Wells, activated from IL
2006-03-03, Kings, • Sergei Monia, activated from IL
2006-03-03, Knicks, • Maurice Taylor, placed on IL with sore left knee
2006-03-03, Knicks, • Jerome James, activated from IL
2006-03-03, Magic, • Grant Hill, placed on IL with sports hernia
2006-03-03, Magic, • Mario Kasun, placed on IL
2006-03-03, Magic, • Charles Outlaw / Bo Outlaw, activated from IL
2006-03-03, Magic, • Jameer Nelson, activated from IL
2006-03-03, Rockets, • Rick Brunson, placed on IL
2006-03-03, Suns, • Kurt Thomas, placed on IL with stress fracture in right foot
2006-03-03, Nuggets, • Howard Eisley, placed on IL
2006-03-04, Bucks, • Jermaine Jackson, placed on IL
2006-03-04, Bucks, • Maurice Williams / Mo Williams, activated from IL
2006-03-04, Heat, • Dwyane Wade, placed on IL with sprained wrist
2006-03-04, Heat, • Derek Anderson, activated from IL
2006-03-04, Magic, • Charles Outlaw / Bo Outlaw, placed on IL
2006-03-04, Magic, • Grant Hill, activated from IL
2006-03-04, Nuggets, • Kenyon Martin, placed on IL with knee injury
2006-03-04, Nuggets, • Howard Eisley, activated from IL
2006-03-05, Bulls, • Malik Allen, placed on IL with sprained neck
2006-03-05, Clippers, • Vin Baker, placed on IL
2006-03-05, Clippers, • James Singleton, activated from IL
2006-03-05, Jazz, • C.J. Miles, placed on IL
2006-03-05, Jazz, • Robert Whaley, activated from IL
2006-03-05, Mavericks, • Keith Van Horn, placed on IL with sprained MCL in left knee
2006-03-05, Mavericks, • Josh Powell, activated from IL
2006-03-05, Rockets, • Maciej Lampe, placed on IL
2006-03-05, Rockets, • Rick Brunson, activated from IL
2006-03-06, Bobcats, • Bernard Robinson, placed on IL with stomach virus
2006-03-06, Bobcats, • Kevin Burleson, activated from IL
2006-03-06, Grizzlies, • Brian Cardinal, placed on IL
2006-03-06, Grizzlies, • Eddie Jones, placed on IL
2006-03-06, Grizzlies, • Anthony Roberson, activated from IL
2006-03-06, Grizzlies, • Lawrence Roberts, activated from IL
2006-03-06, Hornets, • Arvydas Macijauskas, placed on IL
2006-03-06, Hornets, • Brandon Bass, placed on IL
2006-03-06, Hornets, • Craig Claxton / Speedy Claxton, activated from IL
2006-03-06, Hornets, • J.R. Smith, activated from IL
2006-03-06, Lakers, • Devin Green, placed on IL
2006-03-06, Magic, • Grant Hill, placed on IL with lower abdominal pain
2006-03-06, Magic, • Travis Diener, activated from IL
2006-03-07, Blazers, • Ha Seung-Jin, placed on IL
2006-03-07, Blazers, • Theo Ratliff, activated from IL
2006-03-07, Bulls, • Michael Sweetney / Mike Sweetney, placed on IL
2006-03-07, Bulls, • Malik Allen, activated from IL
2006-03-07, Hawks, • Tyronn Lue, placed on IL with sprained MCL in right knee
